url,risk_score,verdict,comment,timestamp,url_length,num_dots,has_https,has_ip,num_subdirs,num_params,suspicious_words,special_char_count,digits_count,version https://git-lfs.github.com/spec/v1
http://103.20.213.34:8080/free-shop-login,100.0,phishing,,2026-08-01T12:18:21.796074,,,,,,,,,,
https://filmasit.com/,24.45,phishing,,2026-08-01T12:23:07.909629,,,,,,,,,,
https://mp4va.com/,24.45,phishing,,2026-08-01T12:23:24.682200,,,,,,,,,,
https://filmes8.com/,24.45,phishing,,2026-08-01T12:23:42.992258,,,,,,,,,,
http://103.20.213.34:8080/free-shop-login,24.0,phishing,,2026-08-01T12:28:55.461483,,,,,,,,,,
https://filmasit.com/,24.45,phishing,,2026-08-01T12:29:50.172166,,,,,,,,,,
https://mp4va.com/,24.45,phishing,,2026-08-01T12:30:04.750791,,,,,,,,,,
https://moviesflixe.com/,31.92,phishing,,2026-08-01T12:30:24.202684,,,,,,,,,,
https://filmes8.com/,24.45,phishing,,2026-08-01T12:30:39.037039,,,,,,,,,,
https://mp4va.com/,24.45,phishing,,2026-08-01T12:38:37.152483,,,,,,,,,,
https://moviesflixe.com/,31.92,phishing,,2026-08-01T12:38:51.707083,,,,,,,,,,
https://filmes8.com/,24.45,phishing,,2026-08-01T12:39:05.065617,,,,,,,,,,
https://filmasit.com/,24.45,phishing,,2026-08-01T12:39:19.456128,,,,,,,,,,
https://khatrimazak.com/,31.92,phishing,,2026-08-01T12:39:35.410399,,,,,,,,,,
https://vegamovie.me/,82.35,phishing,,2026-08-01T12:48:52.980163,,,,,,,,,,
https://hindmovie.icu/,77.46,safe,,2026-08-01T15:50:16.943664,,,,,,,,,,
